0.0000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  
1.9270E+02  -4.052410E-04  -2.578138E-04  -2.276027E-04  -3.174667E-04  -2.498629E-04  -4.832570E-04  -2.521839E-04  -3.136529E-04  -3.339056E-04  
3.8262E+02  -8.189506E-04  -5.121153E-04  -4.497101E-04  -6.383937E-04  -4.980744E-04  -9.786870E-04  -5.024754E-04  -6.332624E-04  -6.716896E-04  
5.7263E+02  -1.229460E-03  -7.617207E-04  -6.673930E-04  -9.576535E-04  -7.412870E-04  -1.485107E-03  -7.504071E-04  -9.493534E-04  -1.006091E-03  
7.6167E+02  -1.643507E-03  -1.010941E-03  -8.866769E-04  -1.280083E-03  -9.840319E-04  -1.994439E-03  -9.959771E-04  -1.272565E-03  -1.343946E-03  
9.3016E+02  -2.041494E-03  -1.253763E-03  -1.082012E-03  -1.565563E-03  -1.208746E-03  -2.516607E-03  -1.230731E-03  -1.596327E-03  -1.691490E-03  
1.0366E+03  -2.330694E-03  -1.453312E-03  -1.220113E-03  -1.724422E-03  -1.351432E-03  -3.004043E-03  -1.396561E-03  -1.893945E-03  -2.034138E-03  
1.0974E+03  -2.490042E-03  -1.603957E-03  -1.294382E-03  -1.792213E-03  -1.448735E-03  -3.452620E-03  -1.557419E-03  -2.151478E-03  -2.309085E-03  
1.1370E+03  -2.571067E-03  -1.713689E-03  -1.335390E-03  -1.811410E-03  -1.522869E-03  -3.856522E-03  -1.715516E-03  -2.373728E-03  -2.536934E-03  
1.1660E+03  -2.604187E-03  -1.799606E-03  -1.363802E-03  -1.810712E-03  -1.580927E-03  -4.215550E-03  -1.874483E-03  -2.557313E-03  -2.739253E-03  
1.1885E+03  -2.608703E-03  -1.864046E-03  -1.382445E-03  -1.806120E-03  -1.629012E-03  -4.536051E-03  -2.017660E-03  -2.704373E-03  -2.913675E-03  
1.2069E+03  -2.615815E-03  -1.920415E-03  -1.400769E-03  -1.804657E-03  -1.667493E-03  -4.827342E-03  -2.132839E-03  -2.835269E-03  -3.062689E-03  
1.2227E+03  -2.615502E-03  -1.966437E-03  -1.417782E-03  -1.801995E-03  -1.699343E-03  -5.099643E-03  -2.223798E-03  -2.952829E-03  -3.199721E-03  
1.2365E+03  -2.615557E-03  -2.006434E-03  -1.430581E-03  -1.798839E-03  -1.727983E-03  -5.346452E-03  -2.309815E-03  -3.054702E-03  -3.322040E-03  
1.2487E+03  -2.616683E-03  -2.042151E-03  -1.439202E-03  -1.796407E-03  -1.751265E-03  -5.577857E-03  -2.394624E-03  -3.146334E-03  -3.428524E-03  
1.2598E+03  -2.615332E-03  -2.071723E-03  -1.447331E-03  -1.795272E-03  -1.769482E-03  -5.773248E-03  -2.474784E-03  -3.228129E-03  -3.523755E-03  
1.2701E+03  -2.610937E-03  -2.096340E-03  -1.456485E-03  -1.796296E-03  -1.786676E-03  -5.941847E-03  -2.551320E-03  -3.303321E-03  -3.610116E-03  
1.2797E+03  -2.604428E-03  -2.117923E-03  -1.464429E-03  -1.797522E-03  -1.803375E-03  -6.106675E-03  -2.625453E-03  -3.371999E-03  -3.690224E-03  
1.2887E+03  -2.595002E-03  -2.137302E-03  -1.472487E-03  -1.797787E-03  -1.819233E-03  -6.265880E-03  -2.696818E-03  -3.436188E-03  -3.765436E-03  
1.2972E+03  -2.587108E-03  -2.154444E-03  -1.480523E-03  -1.798409E-03  -1.833494E-03  -6.419859E-03  -2.763452E-03  -3.497493E-03  -3.835749E-03  
1.3053E+03  -2.578720E-03  -2.169806E-03  -1.486986E-03  -1.799262E-03  -1.847568E-03  -6.564161E-03  -2.825566E-03  -3.557919E-03  -3.902543E-03  
1.3131E+03  -2.571582E-03  -2.182785E-03  -1.493048E-03  -1.800316E-03  -1.860574E-03  -6.700375E-03  -2.887709E-03  -3.616570E-03  -3.963942E-03  
1.3205E+03  -2.565951E-03  -2.195088E-03  -1.499418E-03  -1.801190E-03  -1.872944E-03  -6.831411E-03  -2.949214E-03  -3.672474E-03  -4.023212E-03  
1.3277E+03  -2.562665E-03  -2.207096E-03  -1.505105E-03  -1.802303E-03  -1.884899E-03  -6.958233E-03  -3.008097E-03  -3.726927E-03  -4.079570E-03  
1.3347E+03  -2.557705E-03  -2.218192E-03  -1.510041E-03  -1.804038E-03  -1.896489E-03  -7.083676E-03  -3.062560E-03  -3.779205E-03  -4.133180E-03  
1.3414E+03  -2.553992E-03  -2.228925E-03  -1.514157E-03  -1.805341E-03  -1.906738E-03  -7.205682E-03  -3.114423E-03  -3.830575E-03  -4.184510E-03  
1.3480E+03  -2.548214E-03  -2.239931E-03  -1.517331E-03  -1.806849E-03  -1.916745E-03  -7.314119E-03  -3.164435E-03  -3.879691E-03  -4.234975E-03  
1.3544E+03  -2.541950E-03  -2.250522E-03  -1.519922E-03  -1.808163E-03  -1.926602E-03  -7.408184E-03  -3.210449E-03  -3.926292E-03  -4.284580E-03  
1.3607E+03  -2.537137E-03  -2.260567E-03  -1.522781E-03  -1.809134E-03  -1.936296E-03  -7.496460E-03  -3.252974E-03  -3.972607E-03  -4.332870E-03  
1.3668E+03  -2.532433E-03  -2.269791E-03  -1.525661E-03  -1.810428E-03  -1.945871E-03  -7.576041E-03  -3.293052E-03  -4.017376E-03  -4.379814E-03  
1.3727E+03  -2.528847E-03  -2.278950E-03  -1.528420E-03  -1.812092E-03  -1.954792E-03  -7.644839E-03  -3.331489E-03  -4.060324E-03  -4.425544E-03  
1.3786E+03  -2.524290E-03  -2.287734E-03  -1.531316E-03  -1.813921E-03  -1.963409E-03  -7.707668E-03  -3.370790E-03  -4.100764E-03  -4.470439E-03  
1.3844E+03  -2.519791E-03  -2.295950E-03  -1.533884E-03  -1.815919E-03  -1.971497E-03  -7.767804E-03  -3.409373E-03  -4.140924E-03  -4.514075E-03  
1.3900E+03  -2.515792E-03  -2.304600E-03  -1.536822E-03  -1.817375E-03  -1.979287E-03  -7.826116E-03  -3.447426E-03  -4.181193E-03  -4.556593E-03  
1.3956E+03  -2.512814E-03  -2.313078E-03  -1.539596E-03  -1.818847E-03  -1.986875E-03  -7.881166E-03  -3.485337E-03  -4.221097E-03  -4.598729E-03  
1.4010E+03  -2.510672E-03  -2.321253E-03  -1.542692E-03  -1.819887E-03  -1.994573E-03  -7.934712E-03  -3.522018E-03  -4.259532E-03  -4.639546E-03  
1.4064E+03  -2.508814E-03  -2.329190E-03  -1.545542E-03  -1.820984E-03  -2.002170E-03  -7.986426E-03  -3.557612E-03  -4.297506E-03  -4.680533E-03  
1.4117E+03  -2.506858E-03  -2.336311E-03  -1.548620E-03  -1.822209E-03  -2.009760E-03  -8.038128E-03  -3.592271E-03  -4.334896E-03  -4.720897E-03  
1.4169E+03  -2.504695E-03  -2.343561E-03  -1.551631E-03  -1.823717E-03  -2.017117E-03  -8.086074E-03  -3.627126E-03  -4.371395E-03  -4.760661E-03  
1.4220E+03  -2.502335E-03  -2.350879E-03  -1.555018E-03  -1.825452E-03  -2.024253E-03  -8.132401E-03  -3.660537E-03  -4.407046E-03  -4.800492E-03  
1.4271E+03  -2.499298E-03  -2.357901E-03  -1.558687E-03  -1.827287E-03  -2.030985E-03  -8.178192E-03  -3.693089E-03  -4.440975E-03  -4.839519E-03  
1.4320E+03  -2.496376E-03  -2.364710E-03  -1.561851E-03  -1.829131E-03  -2.037526E-03  -8.225666E-03  -3.725702E-03  -4.473735E-03  -4.878199E-03  
1.4369E+03  -2.493907E-03  -2.371027E-03  -1.564876E-03  -1.831163E-03  -2.043846E-03  -8.274262E-03  -3.756843E-03  -4.505674E-03  -4.916637E-03  
1.4417E+03  -2.491745E-03  -2.377151E-03  -1.567744E-03  -1.833410E-03  -2.049891E-03  -8.322447E-03  -3.787924E-03  -4.537759E-03  -4.954787E-03  
1.4465E+03  -2.489901E-03  -2.383412E-03  -1.570298E-03  -1.835727E-03  -2.055503E-03  -8.371073E-03  -3.818163E-03  -4.569143E-03  -4.992666E-03  
1.4511E+03  -2.488563E-03  -2.389573E-03  -1.572626E-03  -1.838216E-03  -2.060956E-03  -8.418893E-03  -3.847483E-03  -4.599722E-03  -5.029481E-03  
1.4557E+03  -2.487738E-03  -2.395731E-03  -1.575248E-03  -1.840637E-03  -2.066470E-03  -8.467422E-03  -3.876299E-03  -4.629832E-03  -5.065234E-03  
1.4603E+03  -2.486581E-03  -2.401999E-03  -1.578155E-03  -1.842814E-03  -2.071671E-03  -8.514120E-03  -3.904462E-03  -4.659057E-03  -5.100178E-03  
1.4648E+03  -2.484984E-03  -2.408081E-03  -1.581020E-03  -1.844863E-03  -2.076626E-03  -8.561177E-03  -3.931895E-03  -4.687266E-03  -5.134650E-03  
1.4692E+03  -2.483256E-03  -2.414410E-03  -1.584109E-03  -1.847016E-03  -2.081453E-03  -8.608449E-03  -3.959412E-03  -4.714218E-03  -5.168248E-03  
1.4736E+03  -2.481569E-03  -2.420676E-03  -1.586885E-03  -1.849220E-03  -2.086444E-03  -8.655988E-03  -3.986301E-03  -4.740647E-03  -5.201452E-03  
1.4779E+03  -2.480165E-03  -2.426886E-03  -1.589861E-03  -1.851466E-03  -2.091148E-03  -8.701698E-03  -4.012745E-03  -4.766633E-03  -5.233850E-03  
1.4821E+03  -2.479186E-03  -2.432877E-03  -1.592990E-03  -1.853889E-03  -2.095899E-03  -8.747088E-03  -4.038892E-03  -4.792693E-03  -5.265411E-03  
1.4863E+03  -2.478111E-03  -2.438666E-03  -1.596244E-03  -1.855949E-03  -2.100537E-03  -8.792466E-03  -4.064447E-03  -4.818171E-03  -5.296230E-03  
1.4905E+03  -2.476576E-03  -2.444424E-03  -1.599478E-03  -1.858008E-03  -2.105010E-03  -8.839609E-03  -4.089201E-03  -4.842918E-03  -5.326278E-03  
1.4945E+03  -2.474988E-03  -2.450364E-03  -1.602803E-03  -1.859954E-03  -2.109417E-03  -8.886832E-03  -4.113326E-03  -4.867492E-03  -5.356007E-03  
1.4986E+03  -2.473328E-03  -2.455837E-03  -1.605667E-03  -1.862156E-03  -2.113666E-03  -8.933816E-03  -4.137668E-03  -4.891459E-03  -5.385042E-03  
