Elastic lattice strain	True stress	Elastic lattice strain	True stress	Elastic lattice strain	True stress	Elastic lattice strain	True stress	Elastic lattice strain	True stress	Elastic lattice strain	True stress	Elastic lattice strain	True stress	Elastic lattice strain	True stress	Elastic lattice strain	True stress	Elastic lattice strain	True stress
	MPa		MPa		MPa		MPa		MPa		MPa		MPa		MPa		MPa		MPa
	FCC111		FCC311		BCC110		BCC211		FCC200		FCC220		FCC331		BCC321		BCC220		BCC200
0.0054558417	1351.0357549736	0.0076434049	1351.0357549736	0.0083356344	1351.0357549736	0.0083987806	1351.0357549736	0.010213678	1351.0357549736	0.0056349792	1351.0357549736	0.0055660718	1351.0357549736	0.0087352031	1351.0357549736	0.0086315821	1351.0357549736		
0.0054028536	1359.46556853415	0.0077862981	1359.46556853415	0.0085072287	1359.46556853415	0.0087243081	1359.46556853415	0.010338114	1359.46556853415	0.0054792603	1359.46556853415	0.0055357753	1359.46556853415	0.0088356978	1359.46556853415	0.0084994107	1359.46556853415		
0.0052891702	1367.12167196801	0.0077420473	1367.12167196801	0.0086655096	1367.12167196801	0.008883227	1367.12167196801	0.010228122	1367.12167196801	0.0054981353	1367.12167196801	0.0055721311	1367.12167196801	0.0087926287	1367.12167196801	0.0084343113	1367.12167196801		
0.0054471709	1374.07561040313	0.0077641727	1374.07561040313	0.0089090945	1374.07561040313	0.0088165836	1374.07561040313	0.010263675	1374.07561040313	0.005648349	1374.07561040313	0.005504267	1374.07561040313	0.0089701257	1374.07561040313	0.0091878856	1374.07561040313		
0.0054510246	1386.37440602591	0.0078618932	1386.37440602591	0.0092853198	1386.37440602591	0.0093548575	1386.37440602591	0.010509767	1386.37440602591	0.0054926301	1386.37440602591	0.0056218174	1386.37440602591	0.0092911865	1386.37440602591	0.0091198272	1386.37440602591		
0.0055088297	1398.47976327065	0.0078600495	1398.47976327065	0.0095762411	1398.47976327065	0.0097171243	1398.47976327065	0.010484769	1398.47976327065	0.0054902707	1398.47976327065	0.0054448858	1398.47976327065	0.0097466752	1398.47976327065	0.0097826569	1398.47976327065		
0.0055444762	1405.99905372806	0.0078333146	1405.99905372806	0.0095205223	1405.99905372806	0.0097735149	1405.99905372806	0.010497546	1405.99905372806	0.0053958956	1405.99905372806	0.0054824535	1405.99905372806	0.0097675572	1405.99905372806	0.0098546608	1405.99905372806		
0.0054938967	1412.04752780355	0.00792366	1412.04752780355	0.0096807755	1412.04752780355	0.010019583	1412.04752780355	0.010596427	1412.04752780355	0.0054595988	1412.04752780355	0.0054327672	1412.04752780355	0.010054685	1412.04752780355	0.010045027	1412.04752780355		
0.0055367689	1417.22671055251	0.0078701903	1417.22671055251	0.0097655865	1417.22671055251	0.01044593	1417.22671055251	0.010489213	1417.22671055251	0.0054257811	1417.22671055251	0.005305522	1417.22671055251	0.010511479	1417.22671055251	0.0097935068	1417.22671055251		
0.0054385001	1422.35141860781	0.0077411254	1422.35141860781	0.010152167	1422.35141860781	0.010461309	1422.35141860781	0.010581429	1422.35141860781	0.005369156	1422.35141860781	0.0054121656	1422.35141860781	0.010443612	1422.35141860781	0.0099148283	1422.35141860781		
0.0054563234	1427.33462636006	0.0078655808	1427.33462636006	0.010145756	1427.33462636006	0.010478397	1427.33462636006	0.010544765	1427.33462636006	0.0052433226	1427.33462636006	0.0054424621	1427.33462636006	0.010434476	1427.33462636006	0.010336988	1427.33462636006		
0.0055738605	1431.98459765914	0.0078858624	1431.98459765914	0.010132443	1431.98459765914	0.010707377	1431.98459765914	0.010855297	1431.98459765914	0.0052189423	1431.98459765914	0.0054121656	1431.98459765914	0.01073857	1431.98459765914	0.010778874	1431.98459765914		
0.0054611405	1436.95437574148	0.0078600495	1436.95437574148	0.010590028	1436.95437574148	0.010646715	1436.95437574148	0.010812522	1436.95437574148	0.0052621976	1436.95437574148	0.0053455133	1436.95437574148	0.011226687	1436.95437574148	0.01059344	1436.95437574148		
0.0055102749	1441.339982366	0.0078572838	1441.339982366	0.010655115	1441.339982366	0.010955154	1441.339982366	0.010584206	1441.339982366	0.0052102913	1441.339982366	0.005236446	1441.339982366	0.011042665	1441.339982366	0.01058259	1441.339982366		
0.0054683661	1446.06379216381	0.0079070659	1446.06379216381	0.010804028	1446.06379216381	0.011096985	1446.06379216381	0.010816967	1446.06379216381	0.0051631037	1446.06379216381	0.0052824966	1446.06379216381	0.011449864	1446.06379216381	0.010752243	1446.06379216381		
0.0055396591	1450.58706376083	0.0078406897	1450.58706376083	0.010874539	1450.58706376083	0.011202077	1450.58706376083	0.010774747	1450.58706376083	0.0052991612	1450.58706376083	0.0051600988	1450.58706376083	0.01104397	1450.58706376083	0.010681225	1450.58706376083		
0.0055175005	1454.99520285826	0.0079015346	1454.99520285826	0.011188142	1454.99520285826	0.011630132	1454.99520285826	0.010819744	1454.99520285826	0.0051615308	1454.99520285826	0.005314005	1454.99520285826	0.011333707	1454.99520285826	0.011297696	1454.99520285826		
0.0055651897	1459.19406603084	0.0078646589	1459.19406603084	0.011390308	1459.19406603084	0.011150812	1459.19406603084	0.010748638	1459.19406603084	0.0051434423	1459.19406603084	0.0053346066	1459.19406603084	0.011678261	1459.19406603084	0.010960363	1459.19406603084		
0.0056085436	1463.4463985309	0.0079181286	1463.4463985309	0.01147364	1463.4463985309	0.011353306	1463.4463985309	0.010775858	1463.4463985309	0.0052291663	1463.4463985309	0.0052388697	1463.4463985309	0.011081818	1463.4463985309	0.011057026	1463.4463985309		
0.005526653	1467.78110804973	0.0079946457	1467.78110804973	0.011435179	1467.78110804973	0.0114977	1467.78110804973	0.010959178	1467.78110804973	0.0051717548	1467.78110804973	0.0050570907	1467.78110804973	0.011395048	1467.78110804973	0.011424936	1467.78110804973		
0.0055859033	1472.1094000864	0.0079715984	1472.1094000864	0.011517031	1472.1094000864	0.011618171	1472.1094000864	0.010930291	1472.1094000864	0.0052275934	1472.1094000864	0.0051964546	1472.1094000864	0.011610394	1472.1094000864	0.01156993	1472.1094000864		
0.005556519	1476.26685700604	0.0079522386	1476.26685700604	0.011785764	1476.26685700604	0.011971894	1476.26685700604	0.011169162	1476.26685700604	0.0051646767	1476.26685700604	0.0052885559	1476.26685700604	0.012005847	1476.26685700604	0.012047325	1476.26685700604		
0.0055290615	1480.35756036321	0.0079190505	1480.35756036321	0.011808446	1480.35756036321	0.012358084	1480.35756036321	0.010981399	1480.35756036321	0.0050742339	1480.35756036321	0.0051201074	1480.35756036321	0.01250571	1480.35756036321	0.011755365	1480.35756036321		
0.0055618178	1484.67256975944	0.0080241462	1484.67256975944	0.011949468	1484.67256975944	0.012440961	1484.67256975944	0.0109564	1484.67256975944	0.0051167027	1484.67256975944	0.0051649462	1484.67256975944	0.01198627	1484.67256975944	0.012024639	1484.67256975944		
0.005530025	1488.52928381993	0.007897847	1488.52928381993	0.011687146	1488.52928381993	0.012153027	1488.52928381993	0.011074725	1488.52928381993	0.0052079319	1488.52928381993	0.0050728449	1488.52928381993	0.011949727	1488.52928381993	0.012319559	1488.52928381993		
0.0056629768	1492.70819515045	0.0079900362	1492.70819515045	0.012407546	1492.70819515045	0.012450359	1492.70819515045	0.010943068	1492.70819515045	0.0050561453	1492.70819515045	0.0051637344	1492.70819515045	0.012277313	1492.70819515045	0.012270241	1492.70819515045		
0.0055314701	1496.46668114826	0.0080352089	1496.46668114826	0.012396698	1496.46668114826	0.012396532	1496.46668114826	0.011238046	1496.46668114826	0.0051127704	1496.46668114826	0.0051613107	1496.46668114826	0.012377808	1496.46668114826	0.012513871	1496.46668114826		
0.0056335925	1500.14095893033	0.007847143	1500.14095893033	0.012309915	1500.14095893033	0.012827151	1500.14095893033	0.011120833	1500.14095893033	0.0051977079	1500.14095893033	0.0052085732	1500.14095893033	0.012410436	1500.14095893033	0.012477376	1500.14095893033		
0.0056422633	1503.74984718046	0.0079411759	1503.74984718046	0.012436145	1503.74984718046	0.012918572	1503.74984718046	0.011265266	1503.74984718046	0.0051473746	1503.74984718046	0.0050304298	1503.74984718046	0.012492659	1503.74984718046	0.012245582	1503.74984718046		
0.0055367689	1507.37340683437	0.0079817392	1507.37340683437	0.012511588	1507.37340683437	0.012965564	1507.37340683437	0.011063059	1507.37340683437	0.0051465881	1507.37340683437	0.0050267942	1507.37340683437	0.013052557	1507.37340683437	0.012463567	1507.37340683437		
0.0056745378	1511.13504375061	0.0079992551	1511.13504375061	0.012872527	1511.13504375061	0.012790412	1511.13504375061	0.011294153	1511.13504375061	0.0051859111	1511.13504375061	0.0050255824	1511.13504375061	0.012542253	1511.13504375061	0.013065242	1511.13504375061		
0.005722227	1514.81942753865	0.0080647094	1514.81942753865	0.013188103	1514.81942753865	0.013213341	1514.81942753865	0.011239713	1514.81942753865	0.0051638902	1514.81942753865	0.0052037257	1514.81942753865	0.012985996	1514.81942753865	0.013087929	1514.81942753865		
0.0056176961	1518.07283525777	0.0079310351	1518.07283525777	0.012876965	1518.07283525777	0.013330394	1518.07283525777	0.011324151	1518.07283525777	0.0051017599	1518.07283525777	0.0051455565	1518.07283525777	0.012932486	1518.07283525777	0.013383835	1518.07283525777		
0.0055695251	1521.54550659875	0.0080573343	1521.54550659875	0.012999744	1521.54550659875	0.013670447	1521.54550659875	0.01119916	1521.54550659875	0.0050427755	1521.54550659875	0.0050934465	1521.54550659875	0.013531538	1521.54550659875	0.012913344	1521.54550659875		
0.005654306	1524.85594478648	0.0080573343	1524.85594478648	0.01288091	1524.85594478648	0.013337229	1524.85594478648	0.011413033	1524.85594478648	0.0051096245	1524.85594478648	0.0051273786	1524.85594478648	0.013374923	1524.85594478648	0.013001129	1524.85594478648		
0.0058310934	1528.28613020962	0.0080361308	1528.28613020962	0.013611664	1528.28613020962	0.013949836	1528.28613020962	0.011579132	1528.28613020962	0.0050498536	1528.28613020962	0.0051782767	1528.28613020962	0.013513267	1528.28613020962	0.01343118	1528.28613020962		
0.0057482394	1541.24664643744	0.0080665532	1541.24664643744	0.013383365	1541.24664643744	0.013766994	1541.24664643744	0.011219714	1541.24664643744	0.0052448955	1541.24664643744	0.0051891834	1541.24664643744	0.013842158	1541.24664643744	0.013769499	1541.24664643744		
0.0057834041	1545.28802411919	0.0080527248	1545.28802411919	0.013285734	1545.28802411919	0.014170272	1545.28802411919	0.01144803	1545.28802411919	0.0051182756	1545.28802411919	0.0050776923	1545.28802411919	0.013515877	1545.28802411919	0.013733004	1545.28802411919		
0.0057092209	1548.46377384683	0.0081347732	1548.46377384683	0.013674287	1548.46377384683	0.013970342	1548.46377384683	0.01161024	1548.46377384683	0.0050836714	1548.46377384683	0.005071633	1548.46377384683	0.013252242	1548.46377384683	0.013584064	1548.46377384683		
0.005826758	1551.69430442892	0.0081781021	1551.69430442892	0.014216682	1551.69430442892	0.014106192	1551.69430442892	0.011557467	1551.69430442892	0.005072661	1551.69430442892	0.0051443446	1551.69430442892	0.013946568	1551.69430442892	0.01385038	1551.69430442892		
0.0059023864	1554.9440446687	0.0081006632	1554.9440446687	0.014670322	1554.9440446687	0.014439409	1554.9440446687	0.01148025	1554.9440446687	0.0052118642	1554.9440446687	0.005175853	1554.9440446687	0.014325054	1554.9440446687	0.014216317	1554.9440446687		
0.0057699163	1556.86082314779	0.008076694	1556.86082314779	0.014229502	1556.86082314779	0.014455643	1556.86082314779	0.011569132	1556.86082314779	0.0051261402	1556.86082314779	0.0049977096	1556.86082314779	0.013565472	1556.86082314779	0.015178999	1556.86082314779		
0.0059086486	1559.2576922219	0.0082518535	1559.2576922219	0.01484734	1559.2576922219	0.014817055	1559.2576922219	0.011685235	1559.2576922219	0.0050073849	1559.2576922219	0.005314005	1559.2576922219	0.014080996	1559.2576922219	0.013908575	1559.2576922219		
0.0058951607	1563.45514836667	0.0081698051	1563.45514836667	0.014738368	1563.45514836667	0.014018189	1563.45514836667	0.011607463	1563.45514836667	0.0049877234	1563.45514836667	0.005201302	1563.45514836667	0.014197152	1563.45514836667	0.014342571	1563.45514836667		
0.0057891847	1566.28879799376	0.0081264762	1566.28879799376	0.014476046	1566.28879799376	0.014830726	1566.28879799376	0.011728565	1566.28879799376	0.0050467078	1566.28879799376	0.0051879716	1566.28879799376	0.014443821	1566.28879799376	0.015228316	1566.28879799376		
0.0059857221	1570.65708969662	0.0081799459	1570.65708969662	0.014898128	1570.65708969662	0.015274161	1570.65708969662	0.011835223	1570.65708969662	0.0051898434	1570.65708969662	0.005123743	1570.65708969662	0.01407186	1570.65708969662	0.014319884	1570.65708969662		
0.0059635635	1565.78959317446	0.0083744651	1565.78959317446	0.016678665	1565.78959317446	0.015850883	1565.78959317446	0.012112425	1565.78959317446	0.0050065984	1565.78959317446	0.0049286336	1565.78959317446	0.015390037	1565.78959317446	0.016439559	1565.78959317446		
0.0059481488	1588.20391292681	0.008383684	1588.20391292681	0.017024319	1588.20391292681	0.015195556	1588.20391292681	0.01249073	1588.20391292681	0.0050899631	1588.20391292681	0.0048825829	1588.20391292681	0.015866407	1588.20391292681	0.016430682	1588.20391292681		
0.005980905	1593.53265960436	0.0085016861	1593.53265960436	0.016117532	1593.53265960436	0.016650604	1593.53265960436	0.012271857	1593.53265960436	0.0051945621	1593.53265960436	0.004908032	1593.53265960436	0.01594602	1593.53265960436	0.014845611	1593.53265960436		
0.0061177105	1601.92343422903	0.0085007642	1601.92343422903	0.017573618	1601.92343422903	0.016712975	1601.92343422903	0.012368517	1601.92343422903	0.0049932286	1601.92343422903	0.0050146756	1601.92343422903	0.015705877	1601.92343422903	0.020741048	1608.98815012429		
0.0060921799	1603.04163084312	0.0084546697	1603.04163084312	0.020709651	1603.04163084312	0.017432383	1603.04163084312	0.012390737	1603.04163084312	0.0049633431	1603.04163084312	0.0048910659	1603.04163084312	0.016239673	1603.04163084312	0.019438074	1610.64515850886		
0.0060921799	1608.98815012429	0.0084767951	1608.98815012429	0.017265439	1608.98815012429	0.016689052	1608.98815012429	0.012425179	1608.98815012429	0.0050695151	1608.98815012429	0.0049116675	1608.98815012429	0.015280406	1608.98815012429	0.019587014	1620.602370239		
0.0061923755	1610.64515850886	0.0084297786	1610.64515850886	0.019996154	1610.64515850886	0.01703594	1610.64515850886	0.012537949	1610.64515850886	0.0051245673	1610.64515850886	0.0051528276	1610.64515850886	0.016311455	1610.64515850886	0.016929777	1627.5286970114		
0.006272821	1616.19092261632	0.0086436575	1616.19092261632	0.019478906	1616.19092261632	0.015779967	1616.19092261632	0.012661273	1616.19092261632	0.0051088381	1616.19092261632	0.0050776923	1616.19092261632	0.014883648	1616.19092261632	0.019207267	1615.87825854249		
0.0061239728	1620.602370239	0.0085339524	1620.602370239	0.019121911	1620.602370239	0.016908634	1620.602370239	0.012583501	1620.602370239	0.0050750203	1620.602370239	0.0053030982	1620.602370239	0.017090615	1620.602370239	0.01990462	1631.94099941395		
0.0062198329	1627.5286970114	0.0086399699	1627.5286970114	0.019884716	1627.5286970114	0.017061572	1627.5286970114	0.012661273	1627.5286970114	0.0050183953	1627.5286970114	0.0049480233	1627.5286970114	0.015811592	1627.5286970114	0.021943413	1646.13205667491		
0.0060637591	1615.87825854249	0.0085450151	1615.87825854249	0.019852173	1615.87825854249	0.016888128	1621.14945133202	0.012748488	1615.87825854249	0.0050168224	1615.87825854249	0.005175853	1615.87825854249	0.016033463	1615.87825854249	0.020533913	1649.7126321079		
0.0060859177	1621.14945133202	0.0085754375	1621.14945133202	0.020201771	1621.14945133202	0.016350708	1624.51655554031	0.012695714	1621.14945133202	0.0050600776	1621.14945133202	0.0050352772	1621.14945133202	0.017868469	1621.14945133202	0.019816834	1651.5282560675		
0.0061644364	1624.51655554031	0.0086233759	1624.51655554031	0.020928088	1624.51655554031	0.016955626	1627.08528419859	0.012950695	1624.51655554031	0.005043562	1624.51655554031	0.0051467683	1624.51655554031	0.01568891	1624.51655554031	0.021474895	1651.86600725498		
0.0062039365	1627.08528419859	0.0086998929	1627.08528419859	0.020903927	1627.08528419859	0.017696393	1631.94099941395	0.012541282	1627.08528419859	0.0051662496	1627.08528419859	0.0049468115	1627.08528419859	0.015981258	1627.08528419859	0.021062599	1624.57675424865		
0.0062371745	1631.94099941395	0.0087432218	1631.94099941395	0.02061054	1631.94099941395	0.017603263	1633.6139687447	0.012924586	1631.94099941395	0.0050883901	1631.94099941395	0.0051770648	1631.94099941395	0.015769828	1631.94099941395	0.02159523	1639.31890838747		
0.0061991194	1639.45524397635	0.0086058599	1633.6139687447	0.019764896	1639.45524397635	0.01774424	1639.45524397635	0.012813483	1633.6139687447	0.0051182756	1633.6139687447	0.0051964546	1633.6139687447	0.017084089	1633.6139687447	0.019874043	1643.05835134987		
0.0062410282	1643.16096436081	0.0087644253	1639.45524397635	0.019775251	1643.16096436081	0.017199985	1643.16096436081	0.01290181	1639.45524397635	0.0048768326	1639.45524397635	0.005080116	1639.45524397635	0.015296068	1639.45524397635	0.022020348	1638.07449439634		
0.0062111622	1644.52229163309	0.0088049885	1643.16096436081	0.020139642	1644.52229163309	0.017984327	1644.52229163309	0.012715713	1643.16096436081	0.0050868172	1643.16096436081	0.0050061926	1643.16096436081	0.01599692	1643.16096436081	0.021547885	1648.2904065465		
0.006145168	1646.13205667491	0.0087515188	1644.52229163309	0.019221021	1646.13205667491	0.018418364	1646.13205667491	0.012987359	1644.52229163309	0.005167036	1644.52229163309	0.0050534551	1644.52229163309	0.016308845	1644.52229163309	0.021939467	1653.9873125371		
0.0062275403	1647.81851835418	0.0086897521	1646.13205667491	0.021090807	1647.81851835418	0.017804902	1647.81851835418	0.012978471	1646.13205667491	0.005235458	1646.13205667491	0.0052715899	1646.13205667491	0.015746336	1646.13205667491	0.021939467	1635.24440613135		
0.0062863089	1649.7126321079	0.0086823769	1647.81851835418	0.019973965	1649.7126321079	0.016503647	1651.5282560675	0.013039578	1647.81851835418	0.0051756871	1647.81851835418	0.0051007177	1647.81851835418	0.017136294	1647.81851835418	0.022154493	1657.44582174093		
0.0062829369	1651.5282560675	0.0087598158	1649.7126321079	0.020241711	1651.5282560675	0.018273115	1651.86600725498	0.012927364	1649.7126321079	0.0051355777	1649.7126321079	0.0048959134	1649.7126321079	0.015989089	1649.7126321079				
0.0061918938	1651.86600725498	0.0088077542	1651.5282560675	0.021661308	1651.86600725498	0.018234667	1624.57675424865	0.012884589	1651.5282560675	0.0050663693	1651.5282560675	0.0051855478	1651.5282560675	0.016863523	1651.5282560675				
