1.1200E+01  1.4917E+03
0.0000E+00  4.9754E+00
5.6131E-02  8.9991E+01
1.1288E-01  2.1218E+02
1.6887E-01  2.9504E+02
2.2449E-01  4.8240E+02
2.8119E-01  5.3844E+02
3.3615E-01  6.6746E+02
3.9229E-01  7.1984E+02
4.4812E-01  8.8630E+02
5.0419E-01  9.6002E+02
5.6092E-01  1.0529E+03
6.1647E-01  1.0942E+03
6.7202E-01  1.1417E+03
7.2809E-01  1.1737E+03
7.8503E-01  1.1958E+03
8.4086E-01  1.2141E+03
8.9614E-01  1.2306E+03
9.5223E-01  1.2447E+03
1.0082E+00  1.2573E+03
1.0641E+00  1.2681E+03
1.1210E+00  1.2776E+03
1.1770E+00  1.2859E+03
1.2329E+00  1.2943E+03
1.2887E+00  1.3020E+03
1.3445E+00  1.3091E+03
1.4000E+00  1.3154E+03
1.4569E+00  1.3214E+03
1.5123E+00  1.3272E+03
1.5686E+00  1.3327E+03
1.6242E+00  1.3380E+03
1.6808E+00  1.3431E+03
1.7370E+00  1.3479E+03
1.7931E+00  1.3524E+03
1.8489E+00  1.3568E+03
1.9047E+00  1.3609E+03
1.9606E+00  1.3651E+03
2.0170E+00  1.3690E+03
2.0723E+00  1.3727E+03
2.1289E+00  1.3765E+03
2.1842E+00  1.3799E+03
2.2408E+00  1.3833E+03
2.2962E+00  1.3867E+03
2.3527E+00  1.3899E+03
2.4090E+00  1.3931E+03
2.4642E+00  1.3961E+03
2.5206E+00  1.3991E+03
2.5771E+00  1.4020E+03
2.6321E+00  1.4048E+03
2.6885E+00  1.4075E+03
2.7448E+00  1.4102E+03
2.8000E+00  1.4127E+03
2.8560E+00  1.4153E+03
2.9131E+00  1.4178E+03
2.9691E+00  1.4202E+03
3.0245E+00  1.4226E+03
3.0803E+00  1.4249E+03
3.1362E+00  1.4272E+03
3.1931E+00  1.4295E+03
3.2490E+00  1.4316E+03
3.3041E+00  1.4337E+03
3.3600E+00  1.4357E+03
3.4171E+00  1.4378E+03
3.4730E+00  1.4398E+03
3.5286E+00  1.4417E+03
3.5841E+00  1.4436E+03
3.6411E+00  1.4455E+03
3.6967E+00  1.4472E+03
3.7531E+00  1.4491E+03
3.8088E+00  1.4508E+03
3.8644E+00  1.4524E+03
3.9212E+00  1.4541E+03
3.9764E+00  1.4557E+03
4.0330E+00  1.4573E+03
4.0882E+00  1.4588E+03
4.1446E+00  1.4604E+03
4.2009E+00  1.4618E+03
4.2561E+00  1.4632E+03
4.3124E+00  1.4646E+03
4.3687E+00  1.4660E+03
4.4249E+00  1.4673E+03
4.4811E+00  1.4686E+03
4.5367E+00  1.4699E+03
4.5921E+00  1.4711E+03
4.6485E+00  1.4723E+03
4.7049E+00  1.4735E+03
4.7601E+00  1.4746E+03
4.8165E+00  1.4758E+03
4.8728E+00  1.4768E+03
4.9291E+00  1.4779E+03
4.9842E+00  1.4789E+03
5.0404E+00  1.4799E+03
5.0967E+00  1.4809E+03
5.1528E+00  1.4818E+03
5.2090E+00  1.4828E+03
5.2647E+00  1.4837E+03
5.3207E+00  1.4845E+03
5.3766E+00  1.4854E+03
5.4329E+00  1.4862E+03
5.4887E+00  1.4870E+03
5.5451E+00  1.4877E+03
5.6003E+00  1.4885E+03
5.6565E+00  1.4892E+03
5.7126E+00  1.4900E+03
5.7688E+00  1.4906E+03
5.8248E+00  1.4913E+03
5.8811E+00  1.4919E+03
5.9361E+00  1.4925E+03
5.9923E+00  1.4931E+03
6.0481E+00  1.4937E+03
6.1048E+00  1.4943E+03
6.1609E+00  1.4948E+03
6.2168E+00  1.4953E+03
6.2725E+00  1.4958E+03
6.3287E+00  1.4963E+03
6.3847E+00  1.4968E+03
6.4408E+00  1.4972E+03
6.4968E+00  1.4976E+03
6.5521E+00  1.4980E+03
6.6082E+00  1.4984E+03
6.6650E+00  1.4988E+03
6.7200E+00  1.4992E+03
6.7764E+00  1.4994E+03
6.8325E+00  1.4998E+03
6.8881E+00  1.5001E+03
6.9447E+00  1.5004E+03
7.0004E+00  1.5007E+03
7.0563E+00  1.5009E+03
7.1131E+00  1.5011E+03
7.1689E+00  1.5014E+03
7.2246E+00  1.5016E+03
7.2803E+00  1.5018E+03
7.3360E+00  1.5019E+03
7.3930E+00  1.5021E+03
7.4485E+00  1.5023E+03
7.5050E+00  1.5024E+03
7.5601E+00  1.5025E+03
7.6165E+00  1.5027E+03
7.6730E+00  1.5028E+03
7.7282E+00  1.5028E+03
7.7846E+00  1.5030E+03
7.8411E+00  1.5030E+03
7.8964E+00  1.5031E+03
7.9529E+00  1.5031E+03
8.0080E+00  1.5031E+03
8.0643E+00  1.5032E+03
8.1209E+00  1.5032E+03
8.1766E+00  1.5032E+03
8.2331E+00  1.5032E+03
8.2886E+00  1.5032E+03
8.3442E+00  1.5031E+03
8.4006E+00  1.5031E+03
8.4568E+00  1.5031E+03
8.5124E+00  1.5030E+03
8.5684E+00  1.5029E+03
8.6250E+00  1.5028E+03
8.6802E+00  1.5027E+03
8.7369E+00  1.5027E+03
8.7925E+00  1.5026E+03
8.8480E+00  1.5024E+03
8.9048E+00  1.5023E+03
8.9604E+00  1.5022E+03
9.0165E+00  1.5020E+03
9.0728E+00  1.5019E+03
9.1285E+00  1.5018E+03
9.1845E+00  1.5016E+03
9.2409E+00  1.5014E+03
9.2963E+00  1.5012E+03
9.3520E+00  1.5011E+03
9.4082E+00  1.5009E+03
9.4644E+00  1.5007E+03
9.5200E+00  1.5005E+03
9.5763E+00  1.5002E+03
9.6322E+00  1.5001E+03
9.6884E+00  1.4998E+03
9.7441E+00  1.4996E+03
9.8007E+00  1.4994E+03
9.8563E+00  1.4991E+03
9.9130E+00  1.4989E+03
9.9680E+00  1.4986E+03
1.0024E+01  1.4984E+03
1.0080E+01  1.4981E+03
1.0136E+01  1.4978E+03
1.0193E+01  1.4976E+03
1.0248E+01  1.4973E+03
1.0305E+01  1.4970E+03
1.0361E+01  1.4967E+03
1.0417E+01  1.4964E+03
1.0473E+01  1.4961E+03
1.0529E+01  1.4958E+03
1.0584E+01  1.4955E+03
1.0641E+01  1.4952E+03
1.0697E+01  1.4949E+03
1.0753E+01  1.4945E+03
1.0808E+01  1.4942E+03
1.0864E+01  1.4939E+03
1.0921E+01  1.4935E+03
1.0977E+01  1.4932E+03
1.1032E+01  1.4929E+03
1.1088E+01  1.4925E+03
1.1145E+01  1.4922E+03
