#Elastic lattice strain	True stress	Elastic lattice strain	True stress	Elastic lattice strain	True stress	Elastic lattice strain	True stress	Elastic lattice strain	True stress	Elastic lattice strain	True stress	Elastic lattice strain	True stress	Elastic lattice strain	True stress	Elastic lattice strain	True stress	Elastic lattice strain	True stress	Elastic lattice strain	True stress	Elastic lattice strain	True stress
#	MPa		MPa		MPa		MPa		MPa		MPa		MPa		MPa		MPa		MPa		MPa		MPa
#	FCC111		FCC311		BCC110		BCC211		BCC200		FCC200		FCC220		FCC331		BCC321		BCC220		FCC222		FCC400
-0.001803324	1616.190923	-0.001861026	1616.190923	0.004963945	1616.190923	-0.010188439	1616.190923			-0.00162339	1616.190923	-0.002414502	1616.190923	-0.002479643	1616.190923					-0.001609523	1616.190923	-0.006022953	1620.60237
-0.001728186	1620.60237	-0.00176696	1620.60237	0.004641252	1620.60237	-0.010143907	1620.60237			-0.001548336	1620.60237	-0.002531687	1620.60237	-0.00262864	1620.60237					-0.001747262	1620.60237	-0.004333507	1627.528697
-0.001785503	1627.528697	-0.001749438	1627.528697	0.005359776	1627.528697	-0.010213275	1627.528697			-0.001680098	1627.528697	-0.002626852	1627.528697	-0.002568072	1627.528697					-0.001543061	1627.528697	-0.005311432	1615.878259
-0.001782613	1615.878259	-0.001795549	1615.878259	0.005457128	1615.878259	-0.010324605	1615.878259			-0.001314279	1615.878259	-0.002600898	1615.878259	-0.002518407	1615.878259					-0.001852251	1615.878259	-0.006741134	1621.149451
-0.001808141	1621.149451	-0.001764194	1621.149451	0.005074145	1621.149451	-0.009784225	1621.149451			-0.001782393	1621.149451	-0.00260719	1621.149451	-0.002515984	1621.149451					-0.001781937	1621.149451	-0.006724484	1624.516556
-0.001695433	1624.516556	-0.00172915	1624.516556	0.00560785	1624.516556	-0.010678293	1624.516556			-0.001458271	1624.516556	-0.00253562	1624.516556	-0.002535366	1624.516556					-0.001752078	1624.516556	-0.004982867	1627.085284
-0.0018197	1627.085284	-0.001750361	1627.085284	0.005583635	1627.085284	-0.010468478	1627.085284			-0.001458271	1627.085284	-0.002475061	1627.085284	-0.002478432	1627.085284					-0.00181276	1627.085284	-0.006041823	1631.940999
-0.001704584	1631.940999	-0.001754972	1631.940999	0.006676741	1631.940999	-0.010221839	1631.940999			-0.001739585	1631.940999	-0.00256472	1631.940999	-0.002429978	1631.940999					-0.001727034	1631.940999	-0.004725343	1633.613969
-0.001745525	1633.613969	-0.001686728	1633.613969	0.005119609	1633.613969	-0.011082508	1633.613969			-0.002222154	1633.613969	-0.002579663	1633.613969	-0.002350028	1633.613969					-0.001604707	1633.613969	-0.005129389	1639.455244
-0.001870274	1639.455244	-0.001741139	1639.455244	0.004790986	1639.455244	-0.011036263	1639.455244			-0.001269802	1639.455244	-0.00249315	1639.455244	-0.002450571	1639.455244					-0.001859957	1639.455244	-0.007684649	1643.160964
-0.001799952	1643.160964	-0.001772494	1643.160964	0.00623347	1643.160964	-0.010541271	1643.160964			-0.001599484	1643.160964	-0.00251989	1643.160964	-0.002353662	1643.160964					-0.001754967	1643.160964	-0.005223741	1644.522292
-0.001715662	1644.522292	-0.001906215	1644.522292	0.006491427	1644.522292	-0.010693708	1644.522292			-0.001838545	1644.522292	-0.002482139	1644.522292	-0.002468741	1644.522292					-0.001552693	1644.522292	-0.005400233	1646.132057
-0.00176142	1646.132057	-0.00160004	1646.132057	0.006095596	1646.132057	-0.011114194	1646.132057			-0.001485513	1646.132057	-0.002518317	1646.132057	-0.002478432	1646.132057					-0.001665389	1646.132057	-0.006246066	1647.818518
-0.001731557	1647.818518	-0.001760505	1647.818518	0.005381025	1647.818518	-0.010713405	1647.818518			-0.001451044	1647.818518	-0.002504947	1647.818518	-0.002392426	1647.818518					-0.001681763	1647.818518	-0.00648472	1649.712632
-0.00174697	1649.712632	-0.001743905	1649.712632	0.00553916	1649.712632	-0.010069402	1649.712632			-0.001468835	1649.712632	-0.00253562	1649.712632	-0.002608047	1649.712632					-0.001522834	1649.712632	-0.006601272	1651.528256
-0.001626556	1651.528256	-0.001667361	1651.528256	0.00612327	1651.528256	-0.010937778	1651.528256			-0.001473282	1651.528256	-0.002504947	1651.528256	-0.002437246	1651.528256					-0.001693322	1651.528256	-0.004426748	1651.866007
-0.001684355	1651.866007	-0.001877626	1651.866007	0.006395558	1651.866007	-0.011625457	1651.866007			-0.001861895	1651.866007	-0.002445961	1651.866007	-0.002532943	1651.866007					-0.00155173	1651.866007	-0.004694262	1624.576754
-0.001725777	1624.576754	-0.001669206	1624.576754	0.006125247	1624.576754	-0.010673155	1624.576754			-0.001426582	1624.576754	-0.002497082	1624.576754	-0.002283404	1624.576754					-0.00173474	1624.576754	-0.00455773	1639.318908
-0.001649194	1639.318908	-0.001717161	1639.318908	0.005465035	1639.318908	-0.011246934	1639.318908			-0.001836877	1639.318908	-0.002440455	1639.318908	-0.002531731	1639.318908					-0.001697175	1639.318908	-0.005899741	1643.058351
-0.001625111	1643.058351	-0.00171255	1643.058351	0.006986586	1643.058351	-0.011485866	1643.058351			-0.001429918	1643.058351	-0.002488431	1643.058351	-0.002469952	1643.058351					-0.001482379	1643.058351	-0.005127169	1648.290407
-0.001678093	1638.074494	-0.001776183	1638.074494	0.00525007	1638.074494	-0.011981714	1638.074494			-0.002082609	1638.074494	-0.002458545	1638.074494	-0.00257534	1638.074494					-0.001663462	1638.074494	-0.004286886	1653.987313
-0.001714699	1648.290407	-0.001845349	1648.290407	0.005534218	1648.290407	-0.011699963	1648.290407			-0.001836877	1648.290407	-0.002487644	1648.290407	-0.002403328	1648.290407					-0.001715476	1648.290407	-0.004576601	1635.244406
-0.001698323	1653.987313	-0.001794627	1653.987313	0.007529186	1653.987313	-0.010948055	1653.987313			-0.001968639	1653.987313	-0.002380683	1653.987313	-0.002429978	1653.987313					-0.001634566	1653.987313	-0.003734098	1657.445822
-0.001585615	1635.244406	-0.001807538	1635.244406	0.006811156	1635.244406	-0.011516696	1635.244406			-0.001735693	1635.244406	-0.002349223	1635.244406	-0.002358508	1635.244406					-0.001447704	1635.244406	-0.005141599	1665.322898
-0.001556716	1657.445822	-0.001825982	1657.445822	0.006800284	1657.445822	-0.010346871	1657.445822			-0.001822978	1657.445822	-0.002438096	1657.445822	-0.002593511	1657.445822					-0.001420734	1657.445822	-0.004420088	1664.847478
-0.001711328	1665.322898	-0.001722694	1665.322898	0.005813919	1665.322898	-0.011301743	1665.322898			-0.001970862	1665.322898	-0.002377537	1665.322898	-0.002541422	1665.322898					-0.001712586	1665.322898		
-0.001547564	1664.847478	-0.001821371	1664.847478	0.008257099	1664.847478	-0.011734218	1664.847478			-0.001937505	1664.847478	-0.002452253	1664.847478	-0.002431189	1664.847478					-0.001593148	1664.847478		
