   7.6000000e+00   1.2410840e+09   1.2102985e+09
   7.7000000e+00   1.2410735e+09   1.2103225e+09
   7.8000100e+00   1.2411540e+09   1.2103730e+09
   7.9000000e+00   1.2413335e+09   1.2104855e+09
   8.0000000e+00   1.2415835e+09   1.2107165e+09
   8.1000100e+00   1.2418880e+09   1.2109440e+09
   8.2000000e+00   1.2422440e+09   1.2111510e+09
   8.3000000e+00   1.2426235e+09   1.2113345e+09
   8.4000100e+00   1.2429695e+09   1.2115140e+09
   8.5000000e+00   1.2432990e+09   1.2116550e+09
   8.6000100e+00   1.2436390e+09   1.2117735e+09
   8.7000000e+00   1.2439960e+09   1.2118590e+09
   8.8000100e+00   1.2443470e+09   1.2119250e+09
   8.9000000e+00   1.2447050e+09   1.2119680e+09
   9.0000100e+00   1.2450600e+09   1.2119910e+09
   9.1000000e+00   1.2453885e+09   1.2119910e+09
   9.2000100e+00   1.2457070e+09   1.2119845e+09
   9.3000000e+00   1.2460325e+09   1.2119650e+09
   9.4000100e+00   1.2463650e+09   1.2119390e+09
   9.5000000e+00   1.2467140e+09   1.2119000e+09
   9.6000100e+00   1.2470600e+09   1.2118610e+09
   9.7000100e+00   1.2474025e+09   1.2118090e+09
   9.8000000e+00   1.2477420e+09   1.2117605e+09
   9.9000100e+00   1.2480950e+09   1.2117055e+09
   1.0000000e+01   1.2484545e+09   1.2116440e+09
   1.0100000e+01   1.2488145e+09   1.2115795e+09
   1.0200000e+01   1.2491880e+09   1.2115150e+09
   1.0300000e+01   1.2495615e+09   1.2114475e+09
   1.0400000e+01   1.2499685e+09   1.2113765e+09
   1.0500000e+01   1.2503760e+09   1.2113090e+09
   1.0600000e+01   1.2507935e+09   1.2112350e+09
   1.0700000e+01   1.2512210e+09   1.2111645e+09
   1.0800000e+01   1.2516485e+09   1.2110940e+09
   1.0900000e+01   1.2520795e+09   1.2110200e+09
   1.1000000e+01   1.2525105e+09   1.2109465e+09
   1.1100000e+01   1.2529485e+09   1.2108695e+09
   1.1200000e+01   1.2533865e+09   1.2107895e+09
   1.1300000e+01   1.2538250e+09   1.2107165e+09
   1.1400000e+01   1.2542700e+09   1.2106400e+09
   1.1500000e+01   1.2547085e+09   1.2105605e+09
   1.1600000e+01   1.2551570e+09   1.2104810e+09
   1.1700000e+01   1.2555955e+09   1.2103985e+09
   1.1800000e+01   1.2560440e+09   1.2103125e+09
   1.1900000e+01   1.2564790e+09   1.2102265e+09
   1.2000000e+01   1.2569175e+09   1.2101340e+09
   1.2100000e+01   1.2573690e+09   1.2100480e+09
   1.2200000e+01   1.2578175e+09   1.2099655e+09
   1.2300000e+01   1.2582625e+09   1.2098765e+09
   1.2400000e+01   1.2587045e+09   1.2097940e+09
   1.2500000e+01   1.2591495e+09   1.2097115e+09
   1.2600000e+01   1.2595975e+09   1.2096225e+09
   1.2700000e+01   1.2600425e+09   1.2095400e+09
   1.2800000e+01   1.2604805e+09   1.2094575e+09
   1.2900000e+01   1.2609155e+09   1.2093750e+09
   1.3000000e+01   1.2613535e+09   1.2092925e+09
   1.3100000e+01   1.2617915e+09   1.2092100e+09
   1.3200000e+01   1.2622260e+09   1.2091340e+09
   1.3300000e+01   1.2626675e+09   1.2090550e+09
   1.3400000e+01   1.2631090e+09   1.2089790e+09
   1.3500000e+01   1.2635535e+09   1.2089030e+09
   1.3600000e+01   1.2639915e+09   1.2088305e+09
   1.3700000e+01   1.2644295e+09   1.2087645e+09
   1.3800000e+01   1.2648710e+09   1.2086985e+09
   1.3900000e+01   1.2653125e+09   1.2086390e+09
   1.4000000e+01   1.2657540e+09   1.2085795e+09
   1.4100000e+01   1.2661890e+09   1.2085235e+09
   1.4200000e+01   1.2666205e+09   1.2084775e+09
   1.4300000e+01   1.2670585e+09   1.2084280e+09
   1.4400000e+01   1.2674900e+09   1.2083820e+09
   1.4500000e+01   1.2679245e+09   1.2083425e+09
   1.4600000e+01   1.2683525e+09   1.2083065e+09
   1.4700000e+01   1.2687905e+09   1.2082670e+09
   1.4800000e+01   1.2692250e+09   1.2082340e+09
   1.4900000e+01   1.2696565e+09   1.2082110e+09
   1.5000000e+01   1.2700875e+09   1.2081815e+09
   1.5100000e+01   1.2705185e+09   1.2081550e+09
   1.5200000e+01   1.2709460e+09   1.2081385e+09
   1.5300000e+01   1.2713765e+09   1.2081190e+09
   1.5400000e+01   1.2718005e+09   1.2081025e+09
   1.5500000e+01   1.2722310e+09   1.2080960e+09
   1.5600000e+01   1.2726515e+09   1.2080830e+09
   1.5700000e+01   1.2730750e+09   1.2080730e+09
   1.5800000e+01   1.2734985e+09   1.2080665e+09
   1.5900000e+01   1.2739250e+09   1.2080600e+09
   1.6000000e+01   1.2743450e+09   1.2080565e+09
   1.6100000e+01   1.2747685e+09   1.2080500e+09
   1.6200000e+01   1.2751885e+09   1.2080565e+09
   1.6300000e+01   1.2756120e+09   1.2080530e+09
   1.6400000e+01   1.2760320e+09   1.2080595e+09
   1.6500000e+01   1.2764420e+09   1.2080625e+09
   1.6600000e+01   1.2768555e+09   1.2080755e+09
   1.6700000e+01   1.2772620e+09   1.2080885e+09
   1.6800000e+01   1.2776750e+09   1.2081015e+09
   1.6900000e+01   1.2780815e+09   1.2081180e+09
   1.7000000e+01   1.2784880e+09   1.2081375e+09
   1.7100000e+01   1.2788945e+09   1.2081570e+09
   1.7200000e+01   1.2793010e+09   1.2081800e+09
   1.7300000e+01   1.2797040e+09   1.2081995e+09
   1.7400000e+01   1.2801070e+09   1.2082290e+09
   1.7500000e+01   1.2805165e+09   1.2082485e+09
   1.7600000e+01   1.2809160e+09   1.2082780e+09
   1.7700000e+01   1.2813185e+09   1.2083040e+09
   1.7800000e+01   1.2817210e+09   1.2083335e+09
   1.7900000e+01   1.2821200e+09   1.2083660e+09
   1.8000000e+01   1.2825220e+09   1.2084020e+09
   1.8100000e+01   1.2829175e+09   1.2084380e+09
   1.8200000e+01   1.2833125e+09   1.2084740e+09
   1.8300000e+01   1.2837045e+09   1.2085130e+09
   1.8400000e+01   1.2840995e+09   1.2085490e+09
   1.8500000e+01   1.2844845e+09   1.2085915e+09
   1.8600000e+01   1.2848795e+09   1.2086340e+09
   1.8700000e+01   1.2852675e+09   1.2086765e+09
   1.8800000e+01   1.2856560e+09   1.2087190e+09
   1.8900000e+01   1.2860410e+09   1.2087715e+09
   1.9000000e+01   1.2864260e+09   1.2088205e+09
   1.9100000e+01   1.2868045e+09   1.2088730e+09
   1.9200000e+01   1.2871895e+09   1.2089255e+09
   1.9300000e+01   1.2875710e+09   1.2089780e+09
   1.9400000e+01   1.2879525e+09   1.2090335e+09
   1.9500000e+01   1.2883340e+09   1.2090925e+09
   1.9600000e+01   1.2887155e+09   1.2091515e+09
   1.9700000e+01   1.2890935e+09   1.2092105e+09
   1.9800000e+01   1.2894680e+09   1.2092695e+09
   1.9900000e+01   1.2898490e+09   1.2093250e+09
   2.0000000e+01   1.2902300e+09   1.2093840e+09
